iter	Logloss
189	0.3920130833
190	0.3915753769
191	0.3909358873
192	0.3901766872
193	0.3894953809
194	0.3886491214
195	0.3882185866
196	0.3877950534
197	0.3869439657
198	0.3864567125
199	0.3859628425
200	0.385363369
201	0.3848760884
202	0.3842776198
203	0.3835881957
204	0.3829908636
205	0.3826002202
206	0.3817251027
207	0.3808428814
208	0.3801444669
209	0.3792844382
210	0.3787287188
211	0.3781960797
212	0.3774147362
213	0.3765159239
214	0.3758876572
215	0.3748455809
216	0.3743698189
217	0.3738370554
218	0.3731472424
219	0.3724480078
220	0.3719021928
221	0.3710585339
222	0.3703647971
223	0.3696617126
224	0.3690973286
225	0.3682875295
226	0.3675866983
227	0.3667664417
228	0.3661834958
229	0.3653138699
230	0.364799259
231	0.3641636684
232	0.3636026685
233	0.3629524223
234	0.3622201634
235	0.3615125847
236	0.3608548199
237	0.3604945877
238	0.3595163998
239	0.3587241703
240	0.3581899765
241	0.3577561209
242	0.3572729456
243	0.3567389086
244	0.3561685699
245	0.3556495952
246	0.3551444345
247	0.3542442957
248	0.3537271546
249	0.353135608
250	0.3527996847
251	0.35218717
252	0.3513955844
253	0.3507336751
254	0.3502182203
255	0.3496726362
256	0.3491342702
257	0.3485495005
258	0.3478343404
259	0.3471433833
260	0.3462944439
261	0.345738734
262	0.3452876724
263	0.3446112206
264	0.3441186826
265	0.3436827015
266	0.3428394002
267	0.3423026053
268	0.3417889106
269	0.3413316328
270	0.3406455645
271	0.3402461
272	0.3396221912
273	0.3387967851
274	0.3380919557
275	0.3378738767
276	0.3373960368
277	0.3369798652
278	0.3361784454
279	0.3357673834
280	0.335253351
281	0.3347775377
282	0.3340932763
283	0.3337134062
284	0.3332703369
285	0.3326181464
286	0.3321504368
287	0.3317998319
288	0.3312634541
289	0.3307430749
290	0.3302280234
291	0.3297732105
292	0.329379537
293	0.3286224407
294	0.3280225031
295	0.3276002277
296	0.3272253594
297	0.3265167902
298	0.3258848239
299	0.3251036542
300	0.3247491736
301	0.3240025359
302	0.3233323174
303	0.3227352187
304	0.3223125184
305	0.3217174452
306	0.3213507191
307	0.3210341103
308	0.3204712333
309	0.3198607889
310	0.3192437197
311	0.318567018
312	0.3179784874
313	0.3174694482
314	0.3169673418
315	0.3165312633
316	0.3161884253
317	0.3158351516
318	0.3154518958
319	0.3147247786
320	0.3140431183
321	0.3133649381
322	0.3130499067
323	0.3124851494
324	0.3120439129
325	0.3114682851
326	0.3109914406
327	0.3104850238
328	0.3099830031
329	0.3094601598
330	0.3090903962
331	0.3086161809
332	0.308101066
333	0.3077916956
334	0.3072780064
335	0.306711296
336	0.3060843487
337	0.3056910774
338	0.3051301032
339	0.3044975574
340	0.3037622763
341	0.303341367
342	0.3029107284
343	0.3022099993
344	0.3017969283
345	0.3011163625
346	0.300829038
347	0.3001514499
348	0.2999290457
349	0.2995486341
350	0.2991632228
351	0.298503172
352	0.2980024554
353	0.2974299418
354	0.2970241682
355	0.2965951892
356	0.2961769453
357	0.295703993
358	0.2952325415
359	0.2947747334
360	0.294442942
361	0.2940103875
362	0.2935477405
363	0.2931946229
364	0.2928283626
365	0.292322108
366	0.2917392577
367	0.2912986273
368	0.2908051807
369	0.2902880344
370	0.2897478768
371	0.2894582644
372	0.2890266651
373	0.2884801453
374	0.2881204665
375	0.2877660398
376	0.2873604339
377	0.2869481779
378	0.2865605829
379	0.2859287634
380	0.2854375815
381	0.2848601452
382	0.2842488015
383	0.2839066712
384	0.2836070153
385	0.2832671205
386	0.2827302059
387	0.2822569631
388	0.2818563004
389	0.2813931424
390	0.2808325421
391	0.2803741191
392	0.2798146435
393	0.2793575315
394	0.2790677137
395	0.2786846055
396	0.2783401123
397	0.2780251248
398	0.2776337108
399	0.2773062913
400	0.2769645091
401	0.2766554283
402	0.2762598261
403	0.2757688069
404	0.2753831397
405	0.2748009264
406	0.2744442633
407	0.2738742536
408	0.2735770334
409	0.2733833118
410	0.2729450767
411	0.2726613748
412	0.2720208573
413	0.2715871373
414	0.2712982469
415	0.2708507031
416	0.2703232359
417	0.2700405456
418	0.2697887926
419	0.2691863196
420	0.2689322092
421	0.2686235287
422	0.2683122759
423	0.2678047817
424	0.267317225
425	0.2668397137
426	0.2663342957
427	0.2658675739
428	0.2654463747
429	0.2650446365
430	0.2646283621
431	0.2643200133
432	0.2640469
433	0.2637001082
434	0.2632997256
435	0.2629050192
436	0.2624770616
437	0.2620491045
438	0.2616096243
439	0.2611107927
440	0.2608984338
441	0.2606491626
442	0.2603172906
443	0.2598465189
444	0.2593997912
445	0.2590586205
446	0.2586320192
447	0.2582569517
448	0.2578212404
449	0.257365649
450	0.2569685965
451	0.2565312522
452	0.2561342111
453	0.2559184968
454	0.2554739163
455	0.255222865
456	0.2546184935
457	0.2543386434
458	0.2539580758
459	0.2535713728
460	0.2531441729
461	0.2527201864
462	0.252343233
463	0.2519462728
464	0.2516255766
465	0.251327569
466	0.2509572952
467	0.2505058867
468	0.2502740621
469	0.2499703025
470	0.2496355567
471	0.2491797703
472	0.2489069257
473	0.248594009
474	0.2481100458
475	0.2476655837
476	0.2473077559
477	0.246827799
478	0.2464314496
479	0.2460579963
480	0.2458279855
481	0.2456189846
482	0.2452078123
483	0.2447905331
484	0.2443417484
485	0.2439743895
486	0.2437404831
487	0.2433018712
488	0.2429897381
489	0.2427979384
490	0.2425751844
491	0.2420622161
492	0.241704507
493	0.2414939747
494	0.2411184379
495	0.2408085825
496	0.2404851735
497	0.2401577778
498	0.2399467193
499	0.2396560272
500	0.2394468406
501	0.2389913215
502	0.238665883
503	0.23843984
504	0.2381058934
505	0.2378362085
506	0.2374385741
507	0.2370121732
508	0.2367643336
509	0.2364163948
510	0.2361347914
511	0.2358620413
512	0.2355599525
513	0.2353270629
514	0.23501883
515	0.2346840023
516	0.2341628369
517	0.2338710202
518	0.2335961799
519	0.2333988646
520	0.2330455214
521	0.2325410463
522	0.2321963884
523	0.2318458538
524	0.2316667474
525	0.2313443921
526	0.23106175
527	0.2307548775
528	0.2303310156
529	0.2300327173
530	0.2296164322
531	0.2292790625
532	0.2288388668
533	0.2285685355
534	0.22833495
535	0.2279494593
536	0.2274342094
537	0.2269930889
538	0.2267777891
539	0.226510752
540	0.2262668901
541	0.2258593332
542	0.2255040451
543	0.2250705499
544	0.2246892289
545	0.2243627075
546	0.2240693623
547	0.2235189457
548	0.2232008716
549	0.2227758644
550	0.2225411622
551	0.2222258014
552	0.2219573747
553	0.2217388314
554	0.2213752172
555	0.2211390701
556	0.2208991058
557	0.2206138296
558	0.220347142
559	0.2199887672
560	0.21980502
561	0.2194448706
562	0.2190196316
563	0.2186654478
564	0.218439814
565	0.2182456898
566	0.2179660117
567	0.2176504962
568	0.2173574897
569	0.2171771758
570	0.2168940341
571	0.2165119192
572	0.2163164669
573	0.2158777944
574	0.2156505642
575	0.2153815738
576	0.2151764501
577	0.2148889748
578	0.214516826
579	0.214292657
580	0.2139669811
581	0.2137449344
582	0.2134587661
583	0.2130478573
584	0.2128433732
585	0.2124334991
586	0.2122349333
587	0.2119150389
588	0.2116962189
589	0.2114967765
590	0.2110721443
591	0.210668116
592	0.2104023524
593	0.2099813226
594	0.2099754073
595	0.2096464391
596	0.2093166396
597	0.2091280446
598	0.209112104
599	0.208664436
600	0.2083994831
601	0.2080506312
602	0.207754939
603	0.2073827521
604	0.2071845364
605	0.2069090517
606	0.2064543997
607	0.2061873675
608	0.2058716045
609	0.2055000084
610	0.2051798446
611	0.2048840987
612	0.2044505592
613	0.2041917931
614	0.2038417858
615	0.2036979929
616	0.2034394812
617	0.2032144631
618	0.2029022565
619	0.2027478723
620	0.2024652417
621	0.2022452994
622	0.2019491517
623	0.2017699151
624	0.2014448051
625	0.2011539178
626	0.2007606585
627	0.2004899571
628	0.2004840338
629	0.200278848
630	0.2002348431
631	0.2000142324
632	0.1996523642
633	0.1996422404
634	0.199301771
635	0.1990320438
636	0.1987841206
637	0.1985371379
638	0.1982760248
639	0.1979138708
640	0.1977021722
641	0.1974871149
642	0.1971420419
643	0.1968571963
644	0.1964567125
645	0.1961430261
646	0.1961374152
647	0.1958941936
648	0.1955977127
649	0.1953932178
650	0.1951587213
651	0.1949168266
652	0.194703255
653	0.1946938174
654	0.1944883925
655	0.1942964398
656	0.1941362169
657	0.1938065352
658	0.1934939135
659	0.1931616735
660	0.1930085202
661	0.1927334545
662	0.1924814535
663	0.192476652
664	0.1922357496
665	0.1920612263
666	0.1917822891
667	0.191455797
668	0.1910943583
669	0.1908408273
670	0.1905373294
671	0.1902337962
672	0.189965252
673	0.1896463964
674	0.1895199855
675	0.1891218503
676	0.1888147951
677	0.1887584296
678	0.1886022649
679	0.1884126023
680	0.1881882186
681	0.1880632001
682	0.1878045088
683	0.1875063365
684	0.1871920409
685	0.1867491848
686	0.18657081
687	0.1862834016
688	0.185979273
689	0.1857829747
690	0.1856180459
691	0.1854347194
692	0.1852276315
693	0.1848482916
694	0.1846293738
695	0.1843796385
696	0.1842295386
697	0.1839462165
698	0.1837362342
699	0.1833470604
700	0.1830533102
701	0.1827259416
702	0.1825043717
703	0.182298191
704	0.1820683928
705	0.1818561603
706	0.1817239213
707	0.1816052559
708	0.1814640055
709	0.1810948624
710	0.1807994405
711	0.1806430182
712	0.1804005529
713	0.1801849202
714	0.1798929278
715	0.1796450532
716	0.1794523882
717	0.1791919702
718	0.1789775664
719	0.1789731228
720	0.1787437423
721	0.1785547996
722	0.178379704
723	0.1781357251
724	0.1778768307
725	0.1775200535
726	0.1772012764
727	0.1769350834
728	0.17667187
729	0.1763586205
730	0.1761546525
731	0.1758963005
732	0.1756507073
733	0.1754792966
734	0.175313861
735	0.1750734405
736	0.1750071864
737	0.1748527967
738	0.1745911925
739	0.1743571455
740	0.1740826699
741	0.1738071446
742	0.1736587059
743	0.173554662
744	0.1734182574
745	0.1732987602
746	0.1729876901
747	0.1726465524
748	0.172429722
749	0.172256738
750	0.1720406714
751	0.1717602882
752	0.1715232259
753	0.1712987101
754	0.1710820847
755	0.1709412221
756	0.170717467
757	0.170538987
758	0.1702868166
759	0.1699580137
760	0.1697404181
761	0.1694944728
762	0.1693685379
763	0.169194475
764	0.1689785611
765	0.1687858603
766	0.1685880722
767	0.1683114821
768	0.1682026331
769	0.1679767171
770	0.1677452484
771	0.1674577614
772	0.1672566654
773	0.1669980822
774	0.1668633827
775	0.1665743327
776	0.1663781726
777	0.1661975371
778	0.166039079
779	0.1658865324
780	0.1656928837
781	0.1655842675
782	0.1654018109
783	0.1651622577
784	0.1650022933
785	0.1647479591
786	0.1645256182
787	0.1642529022
788	0.1640654213
789	0.1638575628
790	0.1636683424
791	0.1635168698
792	0.1631716632
793	0.1629317627
794	0.1626172386
795	0.1622875133
796	0.1620371827
797	0.1617760175
798	0.1615575579
799	0.1614271394
800	0.1611356985
801	0.1609010361
802	0.160704195
803	0.1605217985
804	0.1602694768
805	0.1600360082
806	0.1598103109
807	0.1595788883
808	0.1592938458
809	0.1589917956
810	0.1587982038
811	0.1586544051
812	0.1584123452
813	0.1582085483
814	0.1579670203
815	0.1578250375
816	0.1575776604
817	0.1572979562
818	0.157102807
819	0.1568868932
820	0.1567351338
821	0.15657106
822	0.1564205544
823	0.1562714299
824	0.1561747939
825	0.1560039887
826	0.155942596
827	0.1556955471
828	0.1556319323
829	0.1554392675
830	0.1552891583
831	0.1550306035
832	0.1548485594
833	0.1546669537
834	0.1543788111
835	0.1542734313
836	0.1540269182
837	0.1538241103
838	0.1536964407
839	0.1535965582
840	0.1533700008
841	0.1530363519
842	0.1528467326
843	0.1525555779
844	0.1524107212
845	0.1521191719
846	0.1520141687
847	0.1518768881
848	0.1517659338
849	0.1514763972
850	0.1512785866
851	0.1510934543
852	0.1509089913
853	0.1506849395
854	0.1504952211
855	0.1503158772
856	0.1500518729
857	0.1498545529
858	0.1497394483
859	0.149492675
860	0.1493784178
861	0.1491764066
862	0.149003981
863	0.1488549435
864	0.1486256919
865	0.1482906933
866	0.1481308412
867	0.1479439464
868	0.1476998321
869	0.1475304986
870	0.1473727035
871	0.1471490508
872	0.1469965176
873	0.1468447666
874	0.1466978896
875	0.1465748056
876	0.1464156122
877	0.1462551134
878	0.146036056
879	0.1458331218
880	0.1456581287
881	0.1454937713
882	0.1453078346
883	0.1451516871
884	0.1448917984
885	0.1446557611
886	0.1445351951
887	0.1442768549
888	0.1440643779
889	0.1438199811
890	0.1435994604
891	0.143438219
892	0.1431972813
893	0.1429130779
894	0.1427631274
895	0.1426043042
896	0.1424626623
897	0.1423507615
898	0.1421527928
899	0.141967248
900	0.1418702886
901	0.1416740467
902	0.1414973562
903	0.1412299692
904	0.1409191415
905	0.1407069792
906	0.1405499155
907	0.1403280504
908	0.1401789044
909	0.1400033506
910	0.1398085498
911	0.1396513045
912	0.1394939159
913	0.1392893258
914	0.1391107375
915	0.1388676536
916	0.1386773846
917	0.1384891763
918	0.1383616203
919	0.1381481217
920	0.1379366038
921	0.1378237429
922	0.1376771049
923	0.1374932186
924	0.1373152187
925	0.137158295
926	0.1370850348
927	0.1369433015
928	0.1367922918
929	0.1366654099
930	0.1364256536
931	0.1362141491
932	0.1359684039
933	0.1358324428
934	0.1356979406
935	0.1355122868
936	0.1353529012
937	0.1352342995
938	0.1351268327
939	0.1350201911
940	0.1348129081
941	0.1346248775
942	0.1345061783
943	0.1344201125
944	0.1342398705
945	0.1341222881
946	0.1339096552
947	0.1337333321
948	0.1336160349
949	0.1334896174
950	0.1333103424
951	0.1330749996
952	0.1328652631
953	0.1327445572
954	0.132547013
955	0.1324094884
956	0.1323420872
957	0.1321557103
958	0.1320260336
959	0.1318096208
960	0.131602027
961	0.131360411
962	0.1312424177
963	0.1311068303
964	0.1309621754
965	0.1307811973
966	0.1306846409
967	0.1305095145
968	0.1303471239
969	0.1300818134
970	0.1299465334
971	0.1297678841
972	0.1296565548
973	0.1294604047
974	0.1293737533
975	0.1292451646
976	0.1290952902
977	0.1289345487
978	0.1288636339
979	0.1286823609
980	0.1285683272
981	0.1284012835
982	0.1282094335
983	0.1280361152
984	0.1279071722
985	0.1277983494
986	0.1276793906
987	0.127514384
988	0.1273191159
989	0.1270818987
990	0.1269671744
991	0.126839152
992	0.1267232134
993	0.1265981667
994	0.1264592984
995	0.1262337462
996	0.1260798867
997	0.1259478993
998	0.1258270076
999	0.1256604346
